GeneSymbol	MCF7_FDI-6_0h_r1	MCF7_FDI-6_0h_r2	MCF7_FDI-6_0h_r3	MCF7_FDI-6_3h_r1	MCF7_FDI-6_3h_r2	MCF7_FDI-6_3h_r3	random1	random2	random3	random4
ABCB7	8.50516732665361	6.5773542638168	6.2563827820721	7.14433948508129	6.14840322259134	9.47286071660378	6.5773542638168	9.47286071660378	9.47286071660378	8.50516732665361
ABCB8	18.6397483959404	26.0570703423614	22.8236630031915	21.029835556795	21.2507574667982	19.3961380153259	26.0570703423614	19.3961380153259	19.3961380153259	18.6397483959404
ABCB9	6.74494775945074	6.52583780545963	8.24577446676242	5.74269600231009	7.44181395437006	7.0424655962426	6.52583780545963	7.0424655962426	7.0424655962426	6.74494775945074
ABCC1	11.4316484042024	14.7458187825939	11.0946226762796	11.1776737793669	12.4074104472269	12.0225405072855	14.7458187825939	12.0225405072855	12.0225405072855	11.4316484042024
ABCC10	8.91172031074291	19.1039457002137	10.2183654888906	8.94933101332224	6.18740885567972	7.97581638616915	19.1039457002137	7.97581638616915	7.97581638616915	8.91172031074291
ABCC2	1.08893053794038	0.937968264330158	1.16821884599444	1.1617382901317	1.02405417341417	1.47677666893381	0.937968264330158	1.47677666893381	1.47677666893381	1.08893053794038
ABCC3	40.1749246583319	37.9114150726147	25.8492802596139	34.054125004702	35.8272241141312	37.3271860021212	37.9114150726147	37.3271860021212	37.3271860021212	40.1749246583319
ABCC4	5.32461307503541	4.11782020238291	4.88458628353968	5.62005298308782	3.79612492387099	3.50543558751797	4.11782020238291	3.50543558751797	3.50543558751797	5.32461307503541
ABCC5	32.0861021120341	37.1030490731127	31.4437743959452	25.7508611922877	30.7063468828725	35.8045899570633	37.1030490731127	35.8045899570633	35.8045899570633	32.0861021120341
ABCC6	0.251157748786325	0.50874269114624	1.05295382587755	0.883675049177868	0.00178837144292943	0.397776249205565	0.50874269114624	0.397776249205565	0.397776249205565	0.251157748786325
ABCC8	0.467019120646246	1.77169078608949	1.08011635626179	1.01141635434223	0.858763838608179	0.794507313291234	1.77169078608949	0.794507313291234	0.794507313291234	0.467019120646246
ABCD1	8.76384844661893	8.55262599934177	6.37147497417612	9.33933569493872	5.70253652627849	7.24895173494298	8.55262599934177	7.24895173494298	7.24895173494298	8.76384844661893
ABCD3	18.2152454432204	16.8942243298135	15.4019046895563	13.6410055652967	15.3140941249129	15.1470452321284	16.8942243298135	15.1470452321284	15.1470452321284	18.2152454432204
ABCD4	13.9557738809378	17.1073502419799	15.5951428383008	11.0338603248653	10.5812889729123	16.0341828783146	17.1073502419799	16.0341828783146	16.0341828783146	13.9557738809378
ABCE1	74.1361365586001	70.7303337077631	57.5086031515898	55.7849962460728	69.9294569657694	70.7962605115651	70.7303337077631	70.7962605115651	70.7962605115651	74.1361365586001
